day,tx_count,sum_sent,sum_fees
2019-06-01,4593,627078.27905437,0.00278024
2019-06-02,4370,610324.99826197,0.00309248
2019-06-03,4247,576830.97575651,0.00910584
2019-06-04,4249,615092.08611365,0.00421658
2019-06-05,4416,664862.87374994,0.00746394
2019-06-06,5023,731332.61558689,0.00530539
2019-06-07,4674,665488.29379587,0.00567907
2019-06-08,4339,608874.53707437,0.00355669
2019-06-09,4896,661964.88204449,0.00461416
2019-06-10,5251,765213.29498348,0.00657856
2019-06-11,4418,628349.14736537,0.00373994
2019-06-12,4964,665691.82488490,0.00568134
2019-06-13,4385,639940.14466463,0.00507844
2019-06-14,4510,684485.99706365,0.00703225
2019-06-15,5075,709654.55861330,0.00189254
2019-06-16,4558,645249.35905205,0.01126023
2019-06-17,5111,724728.52984969,0.00274591
2019-06-18,4924,1004817.62997720,0.00640058
2019-06-19,4861,702310.90851329,0.00431094
2019-06-20,4415,643360.48263473,0.00423597
2019-06-21,4240,639258.78192966,0.00546962
2019-06-22,4796,730687.77786121,0.00668429
2019-06-23,5276,791485.49382701,0.00860582
2019-06-24,5156,793696.98219065,0.00398215
2019-06-25,4587,660997.19100132,0.00459266
2019-06-26,4961,745218.04485126,0.01367537
2019-06-27,5519,773182.26693893,0.00450863
2019-06-28,4215,599738.61082967,0.00265380
2019-06-29,4943,653496.32269320,0.00341111
2019-06-30,5095,758190.63915896,0.00713650
2019-07-01,5117,773979.54638744,0.00125044
2019-07-02,4774,736766.06641885,0.00454454
2019-07-03,4803,728756.36360468,0.00151104
2019-07-04,4992,941137.84345861,0.00541551
2019-07-05,3460,541551.40254565,0.00081649
2019-07-06,4531,662122.37010161,0.00266149
2019-07-07,4628,676584.98644664,0.01103141
2019-07-08,5033,788019.05069020,0.00304378
2019-07-09,4445,753478.43611641,0.00179228
2019-07-10,4583,771428.07896942,0.00456273
2019-07-11,4882,739071.32960124,0.00196363
2019-07-12,4247,645759.43202092,0.00420816
2019-07-13,4416,634929.91037789,0.00215753
2019-07-14,4485,672636.71228093,0.00372879
2019-07-15,4944,779952.90536092,0.00560780
2019-07-16,4702,795031.54847425,0.00229846
2019-07-17,4569,668773.87876563,0.00205869
2019-07-18,4807,828660.38453257,0.00208896
2019-07-19,4740,743049.68060619,0.00177086
2019-07-20,4102,609431.99348142,0.00170528
2019-07-21,4513,695840.42705662,0.00163640
2019-07-22,4640,724079.12679224,0.00243916
2019-07-23,4970,750142.07351365,0.00304187
2019-07-24,4385,648954.50109696,0.00168968
2019-07-25,4284,760548.70114973,0.00100477
2019-07-26,4153,599420.07923453,0.00475387
2019-07-27,4820,680871.71424163,0.00121271
2019-07-28,4357,745426.46165043,0.00113517
2019-07-29,4688,673037.97305486,0.00241630
2019-07-30,4464,613043.07165582,0.03129143
2019-07-31,4980,688371.41893634,0.00255379
2019-08-01,4588,675924.73763217,0.00234207
2019-08-02,4941,786490.41353033,0.00182980
2019-08-03,4397,616357.04201037,0.00119970
2019-08-04,4101,580512.35957591,0.00112851
2019-08-05,5172,772360.24690234,0.00182023
2019-08-06,4660,696677.45192537,0.00247007
2019-08-07,3985,625807.52460996,0.00317631
2019-08-08,4769,852870.63206617,0.00108572
2019-08-09,4232,664366.42042733,0.00204206
2019-08-10,4268,633388.11911635,0.00960397
2019-08-11,4341,644421.37416026,0.00777160
2019-08-12,4774,772460.80236811,0.01176053
2019-08-13,5316,884779.30445656,0.00442345
2019-08-14,4559,665846.70840429,0.00096173
2019-08-15,4739,712930.87570257,0.00262667
2019-08-16,4843,749002.36797756,0.00111563
2019-08-17,4090,699441.13070270,0.00535039
2019-08-18,4093,627632.64188658,0.00046042
2019-08-19,4111,620532.67806893,0.00855694
2019-08-20,5010,772213.97841210,0.00231542
2019-08-21,4139,626970.62478633,0.00152655
2019-08-22,4390,643203.16033994,0.00139324
2019-08-23,5042,756853.03137355,0.00143152
2019-08-24,4564,764285.81669013,0.00954816
2019-08-25,4716,701046.63676651,0.00503043
2019-08-26,4473,676012.14800954,0.00146508
2019-08-27,4296,639686.71183946,0.00075110
2019-08-28,5003,859017.87520049,0.00362505
2019-08-29,4898,788398.55429882,0.00259209
2019-08-30,4544,725384.72333255,0.00247222
2019-08-31,4510,692295.94691827,0.00546911
2019-09-01,4332,673813.99990622,0.00166462
2019-09-02,4509,702438.95276185,0.00075842
2019-09-03,4573,800572.14292143,0.00234568
2019-09-04,4999,773600.66621888,0.00360492
2019-09-05,4330,679334.70158247,0.00252722
2019-09-06,5112,809609.66448822,0.00314792
2019-09-07,4617,698917.64591933,0.00158934
2019-09-08,4488,680186.69048913,0.00346696
2019-09-09,4787,715176.04535404,0.00349322
2019-09-10,4962,867591.41329682,0.00337033
2019-09-11,4503,707545.24289057,0.00139252
2019-09-12,4783,867679.33283398,0.00367879
2019-09-13,4371,668642.45133657,0.00627150
2019-09-14,4418,646033.39609591,0.00065799
2019-09-15,4144,594568.76447448,0.00184308
2019-09-16,5192,800046.41411584,0.00277461
2019-09-17,4783,765652.59802931,0.00251832
2019-09-18,4272,627413.62737682,0.00127109
2019-09-19,5379,797074.40572867,0.00905842
2019-09-20,4359,631016.92102171,0.00131720
2019-09-21,4924,776912.30464821,0.00489426
2019-09-22,4464,653548.85679413,0.00997261
2019-09-23,4296,654281.24731462,0.01206801
2019-09-24,4733,675561.38070913,0.00303580
2019-09-25,4440,673252.31310045,0.00347305
2019-09-26,4861,2344117.18975833,0.00954674
2019-09-27,4605,1065211.61936803,0.00161425
2019-09-28,4743,691659.30045743,0.00190633
2019-09-29,5124,732804.83913234,0.00796235
2019-09-30,4558,719834.13183018,0.00179131
2019-10-01,5614,836015.87405550,0.00539615
2019-10-02,4760,728361.85065780,0.00913717
2019-10-03,5233,738996.43866982,0.00645002
2019-10-04,4768,660497.48598624,0.00435458
2019-10-05,4580,2034284.03330495,0.00179526
2019-10-06,4247,951067.53869460,0.00948422
2019-10-07,5296,1658471.27390125,0.00576571
2019-10-08,5013,769393.43836013,0.00885370
2019-10-09,4250,1059226.51722379,0.00246555
2019-10-10,4749,853631.08852388,0.00326080
2019-10-11,4804,789509.19497864,0.00832389
2019-10-12,4464,770792.43832999,0.00115910
2019-10-13,4901,853088.37157526,0.00658071
2019-10-14,4488,760752.26253157,0.00166507
2019-10-15,4434,885364.36128795,0.00478665
2019-10-16,4707,770613.00425488,0.00629776
2019-10-17,4080,709367.65704430,0.00766866
2019-10-18,4435,819353.44703043,0.08712220
2019-10-19,4957,850096.59689516,0.02624600
2019-10-20,4646,724419.13102722,0.00582864
2019-10-21,4865,776316.47105705,0.00103869
2019-10-22,4906,839428.11181603,0.00094396
2019-10-23,4997,847741.83543031,0.00543642
2019-10-24,4688,826337.79795682,0.00324711
2019-10-25,4512,707087.26881813,0.00070373
2019-10-26,4413,770184.06693919,0.00902805
2019-10-27,4472,708909.89321783,0.00108089
2019-10-28,5017,1069470.02663207,0.00494140
2019-10-29,4419,1752610.38354124,0.00253089
2019-10-30,4014,699445.08109415,0.00064170
2019-10-31,5551,855850.30317124,0.00237611
2019-11-01,4301,2555388.77901135,0.01240216
2019-11-02,4893,1056010.82700711,0.00738752
2019-11-03,5625,1140127.79464920,0.00147028
2019-11-04,5148,3291825.46672021,0.00137452
2019-11-05,4997,1039759.54418542,0.00761478
2019-11-06,4175,648410.43407192,0.01219553
2019-11-07,4984,3486926.87043185,0.00166771
2019-11-08,5122,960190.48526639,0.00507792
2019-11-09,4520,822583.29540638,0.00070261
2019-11-10,4133,687815.60814045,0.00217114
2019-11-11,4646,940905.77773440,0.00637141
2019-11-12,4604,1242613.34131995,0.00221412
2019-11-13,4205,1790393.98926207,0.00336520
2019-11-14,4743,1322022.44477884,0.00465706
2019-11-15,5196,1033027.55553340,0.00201818
2019-11-16,5456,1734360.07544483,0.01217029
2019-11-17,4787,1365175.40546920,0.01148396
2019-11-18,5185,882175.40807398,0.00188754
2019-11-19,4846,755462.10509643,0.00372366
2019-11-20,4434,940975.52649623,0.00364255
2019-11-21,5330,947561.74370870,0.00638083
2019-11-22,4569,1114763.23211472,0.01300752
2019-11-23,4304,1280789.66234418,0.00285826
2019-11-24,4970,890559.74100907,0.00758137
2019-11-25,4257,842330.45095680,0.00453998
2019-11-26,3859,727398.48345380,0.00565801
2019-11-27,4185,768993.70561957,0.03331343
2019-11-28,4109,770424.65260352,0.02442425
2019-11-29,4301,761175.00094616,0.06426740
2019-11-30,4462,843387.61823028,0.00441591
2019-12-01,4519,732217.87816361,0.00167657
2019-12-02,4372,764797.27248238,0.00083819
2019-12-03,4240,646794.41388436,0.00228045
2019-12-04,5468,924558.81773446,0.00668398
2019-12-05,5432,832842.17093899,0.01231915
2019-12-06,5510,871445.93903049,0.00965768
2019-12-07,5496,1002581.12092221,0.00620511
2019-12-08,4742,790636.96871660,0.01140328
2019-12-09,4114,700396.03852504,0.01567458
2019-12-10,3903,662533.17622699,0.00489014
2019-12-11,4184,807174.69749538,0.00410120
2019-12-12,3937,710183.50775431,0.00760918
2019-12-13,3948,768292.41557040,0.00517081
2019-12-14,4240,727878.05132585,0.00173760
2019-12-15,3749,647712.67289719,0.00273398
2019-12-16,4974,932108.42640144,0.00290808
2019-12-17,5913,993495.45976458,0.00522178
2019-12-18,5552,1015240.40929433,0.15593113
2019-12-19,4652,806922.45390296,0.01116287
2019-12-20,4024,643333.98597196,0.00487460
2019-12-21,4434,739160.81902663,0.01110366
2019-12-22,3426,614011.83277010,0.00918345
2019-12-23,5740,989426.25432282,0.01586383
2019-12-24,4725,781102.77019500,0.00328512
2019-12-25,4723,740471.35878933,0.00967452
2019-12-26,4524,693427.74104649,0.00399785
2019-12-27,4893,830612.23876123,0.01107610
2019-12-28,4704,760267.98266106,0.00171131
2019-12-29,4644,741423.81496841,0.00186424
2019-12-30,4433,769545.41712300,0.00276586
2019-12-31,4723,752300.41782023,0.00194707
2020-01-01,4465,688645.53863802,0.00528039
2020-01-02,4504,723879.04115228,0.00976072
2020-01-03,5053,807178.05175381,0.00901344
2020-01-04,4614,748056.20855853,0.00561676
2020-01-05,5069,821350.27344046,0.00852729
2020-01-06,4407,783193.28426909,0.00701001
2020-01-07,4738,814164.95135439,0.02081274
2020-01-08,4653,827153.78912011,0.00298789
2020-01-09,4765,888390.82079259,0.01183784
2020-01-10,4074,696934.22448264,0.01021697
2020-01-11,4535,795861.02009157,0.01797775
2020-01-12,4427,817185.10006572,0.01267130
2020-01-13,4368,735114.57979955,0.02160805
2020-01-14,4938,885181.30114967,0.00518255
2020-01-15,4346,4781076.70388844,0.00035243
2020-01-16,5161,3019537.77585971,0.10158482
2020-01-17,5121,861034.96847806,0.01878588
2020-01-18,4788,797797.63381156,0.02450774
2020-01-19,5078,847939.78246739,0.01665805
2020-01-20,4425,1562062.13198113,0.01190251
2020-01-21,4474,3036767.36694217,0.01077532
2020-01-22,4795,768065.86493400,0.00333723
2020-01-23,3926,679920.56818648,0.00194097
2020-01-24,4882,1257229.92898107,0.01478602
2020-01-25,4371,698167.33964392,0.01800315
2020-01-26,5046,767436.11068212,0.00496761
2020-01-27,4691,719376.03705981,0.00712533
2020-01-28,4779,753012.08696547,0.00583730
2020-01-29,4418,680355.49547715,0.00802181
2020-01-30,5064,783404.62560945,0.02176611
2020-01-31,4547,682472.71345407,0.00364938
2020-02-01,4774,706495.94440589,0.00941805
2020-02-02,3925,597939.21129469,0.00430305
2020-02-03,4975,1134812.86767198,0.01045123
2020-02-04,4747,1355815.71281120,0.00126818
2020-02-05,4725,875787.28621813,0.00426500
2020-02-06,4396,1032705.12337456,0.00196956
2020-02-07,4074,1253313.20968640,0.00226836
2020-02-08,4947,2098169.73229832,0.01068235
2020-02-09,5075,1539168.51048560,0.00523945
2020-02-10,4512,909556.37846042,0.01529150
2020-02-11,4118,778549.22818719,0.00453928
2020-02-12,4801,1046192.12594671,0.08266391
2020-02-13,4518,1082705.15326845,0.00446493
2020-02-14,4259,1116555.58509805,0.00307226
2020-02-15,4354,946627.84034470,0.00627316
2020-02-16,4765,1149701.28266162,0.02322055
2020-02-17,4786,1079443.66069449,0.00919088
2020-02-18,4620,937887.60211967,0.00604854
2020-02-19,4609,1088904.31813634,0.00484869
2020-02-20,3709,920796.67972308,0.00429625
2020-02-21,4530,827531.00478131,0.00157629
2020-02-22,5175,947680.01824910,0.02264104
2020-02-23,4997,1119690.34339064,0.03186954
2020-02-24,4823,1097786.60029872,0.00814402
2020-02-25,4907,1099349.27864306,0.00461615
2020-02-26,4519,1025983.71810885,0.05087863
2020-02-27,4512,1056661.70792539,0.02039668
2020-02-28,4282,982888.04694249,0.00839724
2020-02-29,3889,865394.36387296,0.00853342
2020-03-01,4249,1021500.60869005,0.01263827
2020-03-02,4518,1258696.81160257,0.00762191
2020-03-03,3776,925843.56697222,0.01370751
2020-03-04,4320,1066707.35469769,0.00811579
2020-03-05,3964,1132472.08251576,0.00563610
2020-03-06,3990,887818.56398749,0.01485613
2020-03-07,4677,990779.69800512,0.00683294
2020-03-08,4540,1202486.56588456,0.00647944
2020-03-09,5902,2251170.83856456,0.03031712
2020-03-10,4467,1911254.86735921,0.00967575
2020-03-11,4894,1252159.74988687,0.01411118
2020-03-12,4481,2355012.32013931,0.02158381
2020-03-13,3923,1640502.83212917,0.05661672
2020-03-14,4506,2791267.75962009,0.03974076
2020-03-15,4141,1892678.04573161,0.05078645
2020-03-16,3923,1674375.72719680,0.16247122
2020-03-17,4436,1019998.64735197,0.01919509
2020-03-18,4675,944406.86006986,0.02814280
2020-03-19,5169,1076818.27621776,0.03290103
2020-03-20,4041,855858.19698825,0.02429952
2020-03-21,3957,892812.76767899,0.01792570
