day,avg_block_voters,avg_block_poolsize,avg_block_difficulty,avg_hashrate
2017-07-13,5,41024,11792657.03222250,168830.25428780
2017-07-14,5,40642,12378374.48451020,177215.71196204
2017-07-15,5,40338,11022053.18718230,157797.85991240
2017-07-16,5,39921,10998900.05707170,157466.38679032
2017-07-17,5,40018,11530219.13525170,165073.04700540
2017-07-18,5,40020,11789956.31232110,168791.58927563
2017-07-19,5,40118,12631643.19067060,180841.64799557
2017-07-20,5,40636,11932157.61567050,170827.42243341
2017-07-21,5,41369,11032170.61016360,157942.70658182
2017-07-22,5,41320,12090761.43519860,173098.08315972
2017-07-23,5,41134,12549077.56785310,179659.59249632
2017-07-24,5,41019,13071968.07003830,187145.58451724
2017-07-25,5,40705,13255816.56470020,189777.66209054
2017-07-26,5,40486,12849872.61461770,183965.94212516
2017-07-27,5,40393,12885899.72077400,184481.72626753
2017-07-28,5,41012,13223335.97336080,189312.65183202
2017-07-29,5,41121,13317792.86766850,190664.94940513
2017-07-30,5,41106,12166369.72730430,174180.53363273
2017-07-31,5,41004,12742864.47312040,182433.95389804
2017-08-01,5,41175,13159113.47286980,188393.20670110
2017-08-02,5,41230,12705375.93818940,181897.24712636
2017-08-03,5,41048,13604223.79715110,194765.65432076
2017-08-04,5,40867,13425180.73513980,192202.37400105
2017-08-05,5,40796,13767342.75096760,197100.95622743
2017-08-06,5,40770,14351987.33431090,205471.05411157
2017-08-07,5,40769,12952744.40608040,185438.71205854
2017-08-08,5,40963,12901528.10757060,184705.47096813
2017-08-09,5,40979,13595595.06434160,194642.12057002
2017-08-10,5,41002,15398083.42410830,220447.54909209
2017-08-11,5,41050,14913877.29686030,213515.38415524
2017-08-12,5,41132,14822622.12653350,212208.92424809
2017-08-13,5,41042,13967442.02701570,199965.68904936
2017-08-14,5,40953,13773852.55010510,197194.15414209
2017-08-15,5,40953,13706679.85369350,196232.47236119
2017-08-16,5,41137,15268315.29451050,218589.71618313
2017-08-17,5,41156,16113233.27106780,230686.03310685
2017-08-18,5,41014,13873100.72545820,198615.04636652
2017-08-19,5,40871,14616721.39324490,209261.13452910
2017-08-20,5,40942,15513977.73915910,222106.75673520
2017-08-21,5,40930,16103825.97645470,230551.35303116
2017-08-22,5,40911,14460604.75906630,207026.08173524
2017-08-23,5,40951,13865637.75731510,198508.20235284
2017-08-24,5,40983,15746027.67059820,225428.91295710
2017-08-25,5,40884,16817875.06986410,240774.07804427
2017-08-26,5,40830,15099451.81468810,216172.17243871
2017-08-27,5,40561,14092664.28506790,201758.44072625
2017-08-28,5,40819,15679102.55286300,224470.77565059
2017-08-29,5,40869,16988140.82595320,243211.69755770
2017-08-30,5,40835,19478413.86202750,278863.83505120
2017-08-31,5,40910,17906962.75534300,256366.06468296
2017-09-01,5,41295,18021029.76514310,257999.11160511
2017-09-02,5,41634,20094616.62758030,287685.73747038
2017-09-03,5,41515,19904646.78523480,284966.02327005
2017-09-04,5,41359,19951956.94216080,285643.34185927
2017-09-05,5,41139,20983030.00364640,300404.75878883
2017-09-06,5,40998,22002048.48652340,314993.59564875
2017-09-07,5,40916,19473154.94480480,278788.54545959
2017-09-08,5,40803,21910309.44112990,313680.20831631
2017-09-09,5,40746,20721443.61930160,296659.74223603
2017-09-10,5,40859,18477101.99667460,264528.49600191
2017-09-11,5,40790,19038699.08344290,272568.63307258
2017-09-12,5,40681,19513903.47418330,279371.92412973
2017-09-13,5,40748,21114197.22479490,302282.62187263
2017-09-14,5,40833,20134440.79626150,288255.88247730
2017-09-15,5,40928,19770070.85588030,283039.35921869
2017-09-16,5,40844,22283294.01092860,319020.06341364
2017-09-17,5,40758,22558411.70839600,322958.80179088
2017-09-18,5,40811,21205676.60209300,303592.29165181
2017-09-19,5,40838,19823015.97912330,283797.35112807
2017-09-20,5,41203,19956843.78073660,285713.30456548
2017-09-21,5,41374,21798820.81760140,312084.07500987
2017-09-22,5,41278,21444596.46901720,307012.80170115
2017-09-23,5,41146,19359613.09522890,277163.01702407
2017-09-24,5,40968,19353841.22679550,277080.38373688
2017-09-25,5,40902,22281353.68564760,318992.28463489
2017-09-26,5,40856,22618037.31677410,323812.43525084
2017-09-27,5,40809,22558052.88664280,322953.66469856
2017-09-28,5,40721,20298026.45889360,290597.86604764
2017-09-29,5,40810,21667618.10573370,310205.70382115
2017-09-30,5,40837,24102491.49379900,345064.70905995
2017-10-01,5,40885,22363874.99203150,320173.70567536
2017-10-02,5,40826,23700102.37046770,339303.88197670
2017-10-03,5,40975,23023135.47010210,329612.04631822
2017-10-04,5,41180,22815561.62715050,326640.30342828
2017-10-05,5,41171,23528791.23879620,336851.29628347
2017-10-06,5,41085,23095298.40007520,330645.17106561
2017-10-07,5,41093,24632983.04428450,352659.52192708
2017-10-08,5,40913,25260444.17466510,361642.60537540
2017-10-09,5,40761,24729659.06606400,354043.58976658
2017-10-10,5,40543,22411158.97274700,320850.64951135
2017-10-11,5,40514,22592532.66758010,323447.29647023
2017-10-12,5,40557,23491250.91952920,336313.84813836
2017-10-13,5,41119,24651634.95552490,352926.55308970
2017-10-14,5,41533,23805624.66317230,340814.59796392
2017-10-15,5,41539,23027692.06002090,329677.28100050
2017-10-16,5,41357,21709472.43392180,310804.91372369
2017-10-17,5,41246,22754972.65783190,325772.87795587
2017-10-18,5,41059,25631615.63236860,366956.50294889
2017-10-19,5,40882,25858377.05694640,370202.94595741
2017-10-20,5,40933,23707711.01961220,339412.81164085
2017-10-21,5,40824,24190585.28854700,346325.90895136
2017-10-22,5,41231,25143427.44367550,359967.32859978
2017-10-23,5,41321,25348265.18386350,362899.89991677
2017-10-24,5,41567,26965712.72848330,386056.18094055
2017-10-25,5,43412,26671985.74263310,381851.02161329
2017-10-26,5,42814,23357569.36069880,334399.98839418
2017-10-27,5,41627,23281638.41608310,333312.91864792
2017-10-28,5,40940,24952804.93698860,357238.27049278
2017-10-29,5,40529,27144920.20392970,388621.81509469
2017-10-30,5,39837,24226685.22595310,346842.73578652
2017-10-31,5,40696,22103451.21875030,316445.33371088
2017-11-01,5,40825,24281514.46888740,347627.70180407
2017-11-02,5,40552,25033812.51371100,358398.02013528
2017-11-03,5,40970,24467059.08964490,350284.06206441
2017-11-04,5,40948,21198595.22100490,303490.91065120
2017-11-05,5,40824,22431378.96738970,321140.13023040
2017-11-06,5,40629,22639631.13109000,324121.58433845
2017-11-07,5,40577,24398559.15601340,349303.37881533
2017-11-08,5,40622,23905227.09943520,342240.56198509
2017-11-09,5,40951,22202922.50162360,317869.42006699
2017-11-10,5,40814,24082299.32275360,344775.62667903
2017-11-11,5,40738,26357822.14375390,377353.28033736
2017-11-12,5,40812,23630983.88512490,338314.34319639
2017-11-13,5,40820,21198045.30347380,303483.03772515
2017-11-14,5,40850,21184454.66234800,303288.46652793
2017-11-15,5,40804,21769893.71386280,311669.93846146
2017-11-16,5,40729,22373260.46178030,320308.07329412
2017-11-17,5,40652,25020055.76699600,358201.07087781
2017-11-18,5,40663,26360273.75765780,377388.37900916
2017-11-19,5,40784,22220635.83348990,318123.01400388
2017-11-20,5,40927,21711280.70446770,310830.80193322
2017-11-21,5,40912,24248705.99281760,347157.99736490
2017-11-22,5,40997,22681919.94665240,324727.01460454
2017-11-23,5,40796,24926213.74560130,356857.57616821
2017-11-24,5,40600,25024513.38832200,358264.88867052
2017-11-25,5,40309,26236422.26381890,375615.25195716
2017-11-26,5,40096,25884495.87062500,370576.87745927
2017-11-27,5,40007,26089255.72969720,373508.33378677
2017-11-28,5,41732,26094385.16182730,373581.76959759
2017-11-29,5,42424,26579287.90653840,380523.90769850
2017-11-30,5,42499,25756274.77050930,368741.19268709
2017-12-01,5,42290,26147727.75514270,374345.45191016
2017-12-02,5,41786,27659609.82398780,395990.39871382
2017-12-03,5,41313,25875641.05608610,370450.10699642
2017-12-04,5,40696,23372614.51224390,334615.38317367
2017-12-05,5,40295,25458233.55001430,364474.26837080
2017-12-06,5,40882,27226570.05599100,389790.75990911
2017-12-07,5,41038,25144087.82835500,359976.78303512
2017-12-08,5,40975,23362865.38587690,334475.80924397
2017-12-09,5,40781,22701168.18150580,325002.58306854
2017-12-10,5,40734,22551720.20943690,322863.00256025
2017-12-11,5,40575,22588433.13272560,323388.60524313
2017-12-12,5,40414,22208027.87758300,317942.51147626
2017-12-13,5,40456,24303462.26177900,347941.91864637
2017-12-14,5,40161,29214536.08700910,418251.59020505
2017-12-15,5,40093,26498583.22361690,379368.49445256
2017-12-16,5,40931,25851014.97426390,370097.54627623
2017-12-17,5,41716,28010228.68330450,401010.05382758
2017-12-18,5,41816,28336668.76760040,405683.55211476
2017-12-19,5,41684,24240557.58058470,347041.34015138
2017-12-20,5,41436,29504072.02259410,422396.74811957
2017-12-21,5,41196,30214317.79042510,432565.02260276
2017-12-22,5,40985,25856904.71997360,370181.86716025
2017-12-23,5,40784,27384814.50158990,392056.27563785
2017-12-24,5,40644,28985785.11889060,414976.66378173
2017-12-25,5,40450,30510135.47661080,436800.11356191
2017-12-26,5,40692,29248480.50422730,418737.55741116
2017-12-27,5,40617,29687744.38003700,425026.30401422
2017-12-28,5,40504,27576667.09680610,394802.94437820
2017-12-29,5,40650,28162444.58034710,403189.26149334
2017-12-30,5,40699,30162642.34240920,431825.20807197
2017-12-31,5,40845,29029641.58510140,415604.53740870
2018-01-01,5,41424,29666037.45312730,424715.53554364
2018-01-02,5,41567,28275775.43448850,404811.76920056
2018-01-03,5,41597,30918823.18174430,442651.11465466
2018-01-04,5,41486,33545922.99861900,480262.14064401
2018-01-05,5,41525,31480992.96828850,450699.45081469
2018-01-06,5,41262,30394317.80508930,435142.00319029
2018-01-07,5,40923,30859574.55917420,441802.87833376
2018-01-08,5,40820,33771652.25087160,483493.80649793
2018-01-09,5,40821,33051751.79988440,473187.31018671
2018-01-10,5,41031,30634353.97119340,438578.49480121
2018-01-11,5,40814,33878116.46122960,485018.00750354
2018-01-12,5,40700,32146109.37577950,460221.62820871
2018-01-13,5,40824,29473016.63648270,421952.14189386
2018-01-14,5,40984,34312983.25389220,491243.80301221
2018-01-15,5,40910,37331688.83053630,534461.27543868
2018-01-16,5,40959,40040789.28821040,573246.26832963
2018-01-17,5,40964,33033559.55893220,472926.85992028
2018-01-18,5,40776,33363109.39292880,477644.87911833
2018-01-19,5,40728,36414092.26365910,521324.45128647
2018-01-20,5,40703,39400541.14115060,564080.11881982
2018-01-21,5,40499,44468911.38443010,636641.73361617
2018-01-22,5,40327,45225952.83313870,647479.96116257
2018-01-23,5,40582,44977845.84497100,643927.92316227
2018-01-24,5,40620,46294111.98435490,662772.32323388
2018-01-25,5,40860,53544231.13155180,766569.07199827
2018-01-26,5,40909,52170025.41280060,746895.17659823
2018-01-27,5,41064,49447195.13171910,707913.61989888
2018-01-28,5,41052,59840273.78995270,856706.72970512
2018-01-29,5,41026,58089754.36505990,831645.31743535
2018-01-30,5,41111,53043914.91327230,759406.26601437
2018-01-31,5,41083,62642224.28808640,896821.01555342
2018-02-01,5,41136,69894604.52458690,1000650.13533318
2018-02-02,5,41114,72168304.52485150,1033201.69247335
2018-02-03,5,41341,76801340.04910530,1099530.81266627
2018-02-04,5,41309,83518625.29468910,1195699.21415855
2018-02-05,5,41121,87448331.99777980,1251959.08673406
2018-02-06,5,41050,77583682.66176780,1110731.26578513
2018-02-07,5,40995,80319435.71731690,1149897.83213017
2018-02-08,5,40822,93013739.87781670,1331636.56951291
2018-02-09,5,40678,91368365.42136830,1308080.47124584
2018-02-10,5,40689,85834631.91343640,1228856.45644135
2018-02-11,5,40821,95285399.75663930,1364158.91913683
2018-02-12,5,40692,95061274.42410740,1360950.21589209
2018-02-13,5,40761,89474870.97522160,1280972.14884132
2018-02-14,5,40816,97505933.93813830,1395949.32476747
2018-02-15,5,40852,110760809.05275500,1585713.50853361
2018-02-16,5,40810,104116186.29930100,1490585.38379915
2018-02-17,5,40931,102041277.38713900,1460879.83073276
2018-02-18,5,41005,104514221.53149000,1496283.87814881
2018-02-19,5,41126,104295719.34500900,1493155.67899870
2018-02-20,5,41153,103187464.86071800,1477289.28977978
2018-02-21,5,41112,95649253.83873890,1369368.05708061
2018-02-22,5,41019,100426430.74014500,1437760.78560977
2018-02-23,5,40922,108085850.40019500,1547417.30876394
2018-02-24,5,40878,109164359.21225100,1562857.84235140
2018-02-25,5,40858,106275288.48919900,1521496.29478025
2018-02-26,5,40997,97207888.81349050,1391682.34455715
2018-02-27,5,41106,95042936.29224480,1360687.67697001
2018-02-28,5,41049,106607279.85240400,1526249.26827199
2018-03-01,5,40973,102433285.73408200,1466492.04083236
2018-03-02,5,41093,96987221.61249500,1388523.14985191
2018-03-03,5,41075,105450333.51411400,1509685.77931804
2018-03-04,5,40873,105096794.72967200,1504624.32092789
2018-03-05,5,40706,99104289.58310270,1418832.27550913
2018-03-06,5,40882,97168150.68871990,1391113.43140284
2018-03-07,5,40934,100084396.00009800,1432864.02553445
2018-03-08,5,40853,95434765.85560200,1366297.32750408
2018-03-09,5,40709,95996557.81571490,1374340.25449024
2018-03-10,5,40792,95467126.77223650,1366760.62443279
2018-03-11,5,41030,104148468.70434400,1491047.55671212
2018-03-12,5,41065,108064533.18810700,1547112.11966811
2018-03-13,5,41081,149127284.05794300,2134989.35990056
2018-03-14,5,41045,177090958.19492600,2535332.91288169
2018-03-15,5,41013,151256442.97510800,2165471.58629127
2018-03-16,5,41152,154045205.96065400,2205397.07235530
2018-03-17,5,41065,166810526.53163000,2388152.52027299
2018-03-18,5,40957,166243802.25036100,2380038.97942665
2018-03-19,5,40798,157629883.84780000,2256717.31999526
2018-03-20,5,40980,157857394.86854600,2259974.49464055
2018-03-21,5,40841,160178897.08956200,2293210.41503006
2018-03-22,5,40723,165610781.90341800,2370976.30713391
2018-03-23,5,40986,165632659.22699100,2371289.51509814
2018-03-24,5,40920,158800358.69766000,2273474.49066508
2018-03-25,5,40840,151387746.83672300,2167351.40559619
2018-03-26,5,41145,145003513.68458500,2075951.16360129
2018-03-27,5,41162,157972919.00464300,2261628.40259532
2018-03-28,5,41123,162883905.61292700,2331936.82550759
2018-03-29,5,41084,150549901.49216500,2155356.34441621
2018-03-30,5,40990,150245401.75888200,2150996.95642926
2018-03-31,5,40780,165847031.51060200,2374358.58825571
2018-04-01,5,40700,179907159.42286600,2575651.22012489
2018-04-02,5,40530,162105565.41481500,2320793.67318738
2018-04-03,5,40521,163574991.69648700,2341830.79926625
2018-04-04,5,41219,174720712.55538800,2501399.15453067
2018-04-05,5,41369,189444220.52238600,2712189.10519955
2018-04-06,5,41247,209547834.53692300,3000003.65427900
2018-04-07,5,41135,173170687.00639400,2479208.12439439
2018-04-08,5,41001,189359417.31789800,2710975.01523328
2018-04-09,5,40711,218178595.99001500,3123566.44821437
2018-04-10,5,40826,220333845.77233700,3154422.20598033
2018-04-11,5,40883,200571378.78724300,2871491.70801615
2018-04-12,5,40818,221460229.47075200,3170548.14313847
2018-04-13,5,40782,210581632.83518700,3014804.08721804
2018-04-14,5,40959,221719971.65870600,3174266.75714726
2018-04-15,5,40817,237264233.32361400,3396807.07545144
2018-04-16,5,40953,230852200.40407000,3305008.83648373
2018-04-17,5,41080,204438634.10321300,2926857.49170735
2018-04-18,5,40985,214923059.03650500,3076958.36572689
2018-04-19,5,40948,183094478.92289100,2621282.66350660
2018-04-20,5,40948,171282644.29634900,2452177.85208406
2018-04-21,5,40984,185975143.08832200,2662523.85811088
2018-04-22,5,40993,230499937.59401800,3299965.64565450
2018-04-23,5,40868,239274332.89108400,3425584.78179808
2018-04-24,5,41160,220591194.80594600,3158106.55825702
2018-04-25,5,41091,221858181.17747000,3176245.44169090
2018-04-26,5,41037,241551344.02555900,3458183.74298207
2018-04-27,5,41063,212163837.92403400,3037455.81759190
2018-04-28,5,40873,264723335.84432700,3789926.89979802
2018-04-29,5,40810,295428642.52099600,4229521.19309786
2018-04-30,5,40807,299648109.60007100,4289929.43680178
2018-05-01,5,40786,270656683.32386400,3874872.01106607
2018-05-02,5,40859,276812964.53064700,3963008.76589312
2018-05-03,5,40876,307578593.06852700,4403466.66059670
2018-05-04,5,40860,322743407.37782800,4620574.59895791
2018-05-05,5,41029,317586180.54425900,4546740.86366384
2018-05-06,5,40976,335539155.70191800,4803765.66755732
2018-05-07,5,40953,347454239.13523700,4974348.64647472
2018-05-08,5,40967,383974366.73003300,5497191.15869267
2018-05-09,5,41311,368664087.47531400,5278000.66305391
2018-05-10,5,41641,387448172.81483900,5546924.10378225
2018-05-11,5,41437,470078482.19748000,6729905.69197170
2018-05-12,5,41171,466031378.91399900,6671965.10448471
2018-05-13,5,40985,440608449.56900700,6307996.27080050
2018-05-14,5,40693,489828980.87626000,7012664.84498844
2018-05-15,5,40682,529054277.06405300,7574236.05933015
2018-05-16,5,40801,540655296.40267800,7740322.72152898
2018-05-17,5,40828,588455433.24296800,8424656.13644020
2018-05-18,5,40736,613700525.98047800,8786078.96208055
2018-05-19,5,40711,632211653.01770100,9051094.57953704
2018-05-20,5,40853,661608069.36835300,9471950.06902253
2018-05-21,5,40854,692152474.80256700,9909240.81040834
2018-05-22,5,40952,650270488.66794800,9309634.94127586
2018-05-23,5,41151,626336970.75185800,8966989.35218309
2018-05-24,5,41017,729278632.58890400,10440759.58880300
2018-05-25,5,41034,811490822.47043200,11617755.14504880
2018-05-26,5,40989,919710410.75848000,13167087.11999470
2018-05-27,5,40817,907261376.41393000,12988859.80207260
2018-05-28,5,40695,933297831.70021100,13361612.21526700
2018-05-29,5,40837,1055821631.83105000,15115731.26374550
2018-05-30,5,40911,1121007317.65047000,16048965.89295150
2018-05-31,5,40955,1112385314.70848000,15925528.49074520
2018-06-01,5,40938,1113075892.81291000,15935415.19199160
2018-06-02,5,41246,1290485778.03206000,18475314.04200290
2018-06-03,5,41128,1455960735.48094000,20844345.81050220
2018-06-04,5,40985,1466141804.51707000,20990103.67233100
2018-06-05,5,41023,1480183160.20736000,21191127.55060180
2018-06-06,5,40893,1425515839.51111000,20408479.70210070
2018-06-07,5,40828,1420935102.79405000,20342899.32079650
2018-06-08,5,40919,1519904102.63191000,21759794.71286750
2018-06-09,5,40997,1692559230.86736000,24231621.81039420
2018-06-10,5,41066,1726556361.72299000,24718343.69433650
2018-06-11,5,40960,1682666292.78754000,24089988.99201360
2018-06-12,5,41014,1784332184.82456000,25545494.59673910
2018-06-13,5,41045,1990015546.81221000,28490172.30696670
2018-06-14,5,40968,2030134668.73496000,29064540.02897470
2018-06-15,5,40874,1996145817.31586000,28577936.67806280
2018-06-16,5,40889,1923045330.19813000,27531389.33975500
2018-06-17,5,40885,2143240944.22229000,30683832.54294330
2018-06-18,5,40817,2368529652.97155000,33909191.33039670
2018-06-19,5,41022,2153410685.82380000,30829428.23490060
2018-06-20,5,41196,2226596305.26939000,31877194.37508840
2018-06-21,5,41107,2251778687.75228000,32237719.40575290
2018-06-22,5,41013,2184941120.62508000,31280835.52256750
2018-06-23,5,40842,2498871420.67729000,35775236.76239350
2018-06-24,5,40759,2523496338.15493000,36127780.81317070
2018-06-25,5,40883,2385589671.62658000,34153432.07103840
2018-06-26,5,40927,2310134326.55316000,33073171.27304250
2018-06-27,5,40916,2559596682.03764000,36644613.46767250
2018-06-28,5,41216,2925650680.53966000,41885246.64145980
2018-06-29,5,41107,2827099975.97193000,40474339.79773920
2018-06-30,5,40915,3119676050.44830000,44663022.03596620
2018-07-01,5,40620,2826429591.71151000,40464742.20282500
2018-07-02,5,40507,2728260913.49509000,39059304.66138860
2018-07-03,5,40343,2846798560.96690000,40756355.72550900
2018-07-04,5,40312,2879226246.12121000,41220608.54958460
2018-07-05,5,40676,3156577021.08167000,45191316.90950300
2018-07-06,5,40671,3114350634.32931000,44586780.40907070
2018-07-07,5,41682,3104589646.32875000,44447036.66160710
2018-07-08,5,41782,3198803742.58415000,45795858.20240440
2018-07-09,5,41592,3028251831.10895000,43354141.92888330
2018-07-10,5,41533,3120584597.63600000,44676029.30415990
2018-07-11,5,41288,3223337838.57269000,46147102.00209690
2018-07-12,5,41021,3094735926.05974000,44305965.30727670
2018-07-13,5,40880,3165752244.08531000,45322674.51861640
2018-07-14,5,40655,3344117816.94880000,47876255.52588710
2018-07-15,5,40459,3687810935.52150000,52796757.87298670
2018-07-16,5,40553,3544483273.81231000,50744799.14080960
2018-07-17,5,40839,3373144258.08560000,48291814.24389290
2018-07-18,5,40912,3693317872.41697000,52875598.25254360
2018-07-19,5,40975,3488830429.78072000,49948041.99065970
2018-07-20,5,41080,3592471971.16310000,51431832.09314100
2018-07-21,5,40988,3781545093.77256000,54138708.35367460
2018-07-22,5,40931,3441353953.61328000,49268342.28243100
2018-07-23,5,40877,3494466384.79305000,50028729.46552500
2018-07-24,5,40768,3991565460.63274000,57145477.04420310
2018-07-25,5,40756,3623218901.66825000,51872022.29638100
2018-07-26,5,40890,3379139567.37046000,48377646.43491920
2018-07-27,5,40837,3643086502.70474000,52156457.95205310
2018-07-28,5,40881,3942836847.18505000,56447851.04041230
2018-07-29,5,40823,3910270859.66860000,55981618.20259440
2018-07-30,5,41003,3600391960.32199000,51545219.07454790
2018-07-31,5,41068,3365978136.52531000,48189220.05142430
2018-08-01,5,41043,3662358727.93594000,52432369.87568360
2018-08-02,5,41042,3792449712.50973000,54294824.95651300
2018-08-03,5,41108,3933176445.56402000,56309547.34365030
2018-08-04,5,41306,4269788296.72970000,61128670.31765870
2018-08-05,5,41336,4453590259.42654000,63760081.71340350
2018-08-06,5,41363,4391158696.82338000,62866276.64800810
2018-08-07,5,41195,3992667833.63360000,57161259.23082500
2018-08-08,5,41047,4275161867.29485000,61205601.35045910
2018-08-09,5,40872,4090860808.11912000,58567044.61119850
2018-08-10,5,40792,4359862231.94094000,62418219.00417300
2018-08-11,5,40602,4720774123.60403000,67585234.90894150
2018-08-12,5,40609,4188419875.30209000,59963754.62112940
2018-08-13,5,40832,3903593162.36787000,55886016.56419670
2018-08-14,5,40952,4079779444.55757000,58408397.63089260
2018-08-15,5,40844,4340998930.03079000,62148161.45484400
2018-08-16,5,40949,4268654801.07226000,61112442.56172920
2018-08-17,5,40973,3964401649.86085000,56756584.78120220
2018-08-18,5,41031,4535921395.13140000,64938780.16438630
2018-08-19,5,40921,4868567503.53514000,69701127.35350590
2018-08-20,5,40822,4851503548.77670000,69456830.26141290
2018-08-21,5,40932,4888559242.57021000,69987340.23799200
2018-08-22,5,40900,4673713428.85931000,66911487.75942170
2018-08-23,5,40945,4826991559.45833000,69105902.95313800
2018-08-24,5,40858,5399224292.25812000,77298305.86339170
2018-08-25,5,40824,5314933422.21963000,76091550.76283610
2018-08-26,5,40776,4979826126.67845000,71293967.84616770
2018-08-27,5,40748,5097999415.05162000,72985802.54224650
2018-08-28,5,40973,5252214167.44039000,75193626.93581490
2018-08-29,5,40946,5338329898.81131000,76426507.76884580
2018-08-30,5,40948,5449977022.31607000,78024910.24933000
2018-08-31,5,41085,5611918663.94417000,80343357.09817440
2018-09-01,5,41229,5632680997.39648000,80640602.24206160
2018-09-02,5,41100,5239000716.72038000,75004455.80678200
2018-09-03,5,41094,5198961817.34953000,74431236.59556300
2018-09-04,5,41226,5257153439.93682000,75264340.31527470
2018-09-05,5,41127,5630986795.12995000,80616347.09763640
2018-09-06,5,41230,5254059774.07311000,75220049.66957690
2018-09-07,5,41144,5318846059.77692000,76147566.26400060
2018-09-08,5,40898,5468076058.87943000,78284026.14975850
2018-09-09,5,40661,5591361824.37370000,80049053.91929320
2018-09-10,5,40558,5445943458.43231000,77967163.49944020
2018-09-11,5,40800,5348896236.69945000,76577781.35440490
2018-09-12,5,40879,5656837724.76048000,80986443.42208450
2018-09-13,5,40864,5457425099.58396000,78131541.07694190
2018-09-14,5,41049,5920236528.10914000,84757407.57604450
2018-09-15,5,41000,5762547812.11370000,82499847.98221570
2018-09-16,5,40941,5622833034.39909000,80499613.31204160
2018-09-17,5,40809,5709446753.65578000,81739623.61734930
2018-09-18,5,40904,5922058076.22670000,84783485.87468770
2018-09-19,5,41014,5479180564.63618000,78443004.44663780
2018-09-20,5,40966,5233929391.60759000,74931851.88842600
2018-09-21,5,40908,5416409085.35804000,77544332.94456690
2018-09-22,5,40812,5125105394.57505000,73373866.86084370
2018-09-23,5,41041,5199209026.99529000,74434775.78670900
2018-09-24,5,41004,5413365609.58013000,77500760.84812550
2018-09-25,5,40950,5511930444.16714000,78911869.98508150
2018-09-26,5,41042,5753334444.47134000,82367944.27318260
2018-09-27,5,40919,6270793074.40937000,89776170.58190490
2018-09-28,5,40886,6086573902.74634000,87138786.18994220
2018-09-29,5,40958,6858075180.43831000,98184028.71163970
2018-09-30,5,40831,6785745983.51353000,97148523.59384640
2018-10-01,5,40773,5640214368.38867000,80748454.18219550
2018-10-02,5,40848,5679485099.09484000,81310675.86243960
2018-10-03,5,40919,6487364593.10951000,92876729.21544530
2018-10-04,5,41028,6965602117.15003000,99723444.30035950
2018-10-05,5,41252,6797096564.90152000,97311024.84668700
2018-10-06,5,41176,7130905527.80224000,102090020.10925400
2018-10-07,5,40995,7567095524.19812000,108334759.34046400
2018-10-08,5,40861,7190755963.62464000,102946872.32428300
2018-10-09,5,40798,7215741630.79970000,103304581.06890200
2018-10-10,5,40831,7454347590.14103000,106720597.04224100
2018-10-11,5,40867,7833505652.57675000,112148835.30282700
2018-10-12,5,40949,7996704055.22165000,114485274.64322600
2018-10-13,5,40881,8482287674.56487000,121437160.52506600
2018-10-14,5,40942,8709253922.19190000,124686535.89458000
2018-10-15,5,40977,9212612829.81254000,131892902.71585000
2018-10-16,5,41051,9205502979.16628000,131791114.12916600
2018-10-17,5,41027,8794192807.19941000,125902568.33880000
2018-10-18,5,41073,9591387486.40611000,137315651.92459300
2018-10-19,5,40965,10486181416.10600000,150126020.80699300
2018-10-20,5,41022,9586842064.69043000,137250577.13254100
2018-10-21,5,41162,9614051107.63375000,137640116.96453200
2018-10-22,5,40952,9718604826.44057000,139136966.30770000
2018-10-23,5,40872,9550600968.96451000,136731729.39616100
2018-10-24,5,40795,9641955440.06695000,138039610.94859000
2018-10-25,5,40830,10285656164.75120000,147255189.48502200
2018-10-26,5,40929,10734327818.22640000,153678623.07941700
2018-10-27,5,41010,10709900096.72790000,153328902.19624500
2018-10-28,5,41015,10438300081.92680000,149440524.92569800
2018-10-29,5,40880,10854643528.75960000,155401129.88586800
2018-10-30,5,40899,10987484745.21020000,157302958.81992300
2018-10-31,5,41025,11290815017.21310000,161645604.14705300
2018-11-01,5,41010,11317996704.31650000,162034752.33758400
2018-11-02,5,40985,10487320503.76190000,150142328.62109100
2018-11-03,5,40913,10725510968.32190000,153552396.13944000
2018-11-04,5,40781,11676235092.01800000,167163492.86874900
2018-11-05,5,40661,10910424333.66540000,156199718.99525100
2018-11-06,5,40806,10059457980.03760000,144016810.13249200
2018-11-07,5,40789,10099601474.41790000,144591526.78419400
2018-11-08,5,41561,12574224146.26430000,180019604.93592900
2018-11-09,5,41591,12934802577.38310000,185181846.83358900
2018-11-10,5,41551,10689961335.57740000,153043447.77269700
2018-11-11,5,41489,9510533501.45995000,136158101.18760900
2018-11-12,5,41155,11176218375.76050000,160004974.72281900
2018-11-13,5,40892,11006153263.06290000,157570227.73206200
2018-11-14,5,40782,11527744218.40140000,165037614.71562200
2018-11-15,5,40793,11148018556.73610000,159601250.38794200
2018-11-16,5,40681,12220983436.15040000,174962413.94408200
2018-11-17,5,40662,13371529194.45480000,191434268.62564100
2018-11-18,5,40660,12156054203.52600000,174032850.84182500
2018-11-19,5,40667,12578459768.12950000,180080244.46056100
2018-11-20,5,40888,11332246584.18840000,162238761.56432400
2018-11-21,5,40984,11986675458.58720000,171607930.27465800
2018-11-22,5,41298,11864883444.57980000,169864287.88440900
2018-11-23,5,41261,11414241745.01490000,163412650.01158900
