day,avg_block_voters,avg_block_poolsize,avg_block_difficulty,avg_hashrate
2020-03-19,5,40467,30252236715.47100000,433107891.07933400
2020-03-20,5,40728,30922893127.12740000,442709382.26239000
2020-03-21,5,41023,27096253811.83390000,387925079.88647000
2020-03-22,5,41047,28331658807.76420000,405611826.73592400
2020-03-23,5,41042,30316027649.56360000,434021157.66502700
2020-03-24,5,41216,28607709821.81160000,409563926.99379700
2020-03-25,5,41006,30498097496.11110000,436627771.12005500
2020-03-26,5,41085,29168842504.66140000,417597415.39898300
2020-03-27,5,41220,25241150734.39340000,361366389.72542000
2020-03-28,5,41368,26535202334.97850000,379892754.07158500
2020-03-29,5,41265,26957538266.47760000,385939150.78396800
2020-03-30,5,41090,25078924082.15200000,359043862.50570000
2020-03-31,5,40888,22054197885.50490000,315740195.52585400
2020-04-01,5,40783,22770214554.71120000,325991089.45129300
2020-04-02,5,40798,23803296317.58370000,340781264.07006500
2020-04-03,5,40688,23520105290.61140000,336726943.40550900
2020-04-04,5,40565,20160468646.84910000,288628511.70083700
2020-04-05,5,40618,24000770590.94850000,343608415.88973800
2020-04-06,5,40626,25048867377.83190000,358613553.96543300
2020-04-07,5,40918,26338734614.58500000,377080012.62555600
2020-04-08,5,41137,24241853881.18870000,347059898.71371800
2020-04-09,5,41239,22349769035.67750000,319971756.93796000
2020-04-10,5,41279,24641344614.73320000,352779230.83248400
2020-04-11,5,41194,27445395631.41260000,392923588.87566000
2020-04-12,5,41053,27410825579.58870000,392428664.73564400
2020-04-13,5,40763,24862647391.07020000,355947524.78875300
2020-04-14,5,40796,24005207278.21040000,343671933.97871800
2020-04-15,5,40766,26648246836.04900000,381511162.18855600
2020-04-16,5,40870,25435717965.12770000,364151922.70167600
2020-04-17,5,40958,21583877389.48980000,309006825.02910800
